,user,timestamp,tweet_text,tweet_sentiment,link,included_symbols,bitcoin Returns,doge Returns,tesla Returns,google Returns,apple Returns
1094,JoeBiden,Sun Oct 25 23:30:00,"It's clear Donald Trump will stop at nothing to tear down Obamacare.

We can't let him. https://t.co/ytaqBBd8DW",0.1027,twitter.com/JoeBiden/status/1320507935756328960,['apple'],0,0,0,0,0
1095,JoeBiden,Sun Oct 25 23:01:00,I will never give up on the American people. https://t.co/uCUACJvwZh,0,twitter.com/JoeBiden/status/1320500637352693761,[],0,0,0,0,0
1096,JoeBiden,Sun Oct 25 22:01:00,"Jacquelyn — I was honored to meet you in December, and I’m honored to have you on my team now. With the help of fol… https://t.co/8vz3IacsTW",0.8834,twitter.com/JoeBiden/status/1320485537782878208,[],0,0,0,0,0
1097,JoeBiden,Sun Oct 25 21:30:00,"Thank you @iamwill and @IAMJHUD for this powerful video.

Hate has no place in the United States — and on November… https://t.co/Jv96yFvCMs",0.3919,twitter.com/JoeBiden/status/1320477737249722369,[],0,0,0,0,0
1098,JoeBiden,Sun Oct 25 20:35:00,"There is a real human toll to President Trump's failed leadership.

We can't forget that. https://t.co/03ajrVUQh1",-0.3887,twitter.com/JoeBiden/status/1320463895295893505,[],0,0,0,0,0
1099,JoeBiden,Sun Oct 25 20:12:00,President Trump and his administration may have quit on the American people — but I can promise you I never will. https://t.co/kQgFDSSrVu,0.4497,twitter.com/JoeBiden/status/1320458106757926927,[],0,0,0,0,0
1100,JoeBiden,Sun Oct 25 19:39:00,"Folks, with just nine days until Election Day, your support is more important than ever.

Every dollar counts durin… https://t.co/9AZoJg8fbB",0.5849,twitter.com/JoeBiden/status/1320449802094714880,[],0,0,0,0,0
1101,JoeBiden,Sun Oct 25 18:07:00,.@BarackObama was a president our kids could look up to. https://t.co/oI592mg3xQ,0,twitter.com/JoeBiden/status/1320426649410625536,[],0,0,0,0,0
1102,JoeBiden,Sun Oct 25 17:32:12,RT @KamalaHarris: Tune in now to GOTV L!VE: A Soul of the Nation Gospel Concert Special with special messages from celebrity and faith lead…,0.8172,twitter.com/JoeBiden/status/1320417890911330304,[],0,0,0,0,0
1103,JoeBiden,Sun Oct 25 17:30:00,"The fact is Secretary Betsy DeVos and President Trump don't care about our students or our teachers.

You deserve b… https://t.co/2mQqGBHyj9",-0.3875,twitter.com/JoeBiden/status/1320417338026491904,[],0,0,0,0,0
1104,JoeBiden,Sun Oct 25 16:28:00,The hard truth is it didn't have to be this bad. But Donald Trump's shortsighted actions weakened our ability to re… https://t.co/Aluynj5Szz,-0.2761,twitter.com/JoeBiden/status/1320401735534268416,[],0,0,0,0,0
1105,JoeBiden,Sun Oct 25 16:00:00,"It’s voting season, folks. Watch as @StaceyAbrams breaks down the importance of your vote — and then head to… https://t.co/n1PFzplrNw",0.3612,twitter.com/JoeBiden/status/1320394690789855233,[],0,0,0,0,0
1106,JoeBiden,Sun Oct 25 15:22:27,"Your vote can change the course of history — don’t wait to cast it.

Vote early today: https://t.co/eoxT07d7QB",0,twitter.com/JoeBiden/status/1320385240171511809,[],0,0,0,0,0
1107,JoeBiden,Sun Oct 25 14:31:00,"After months of competing against each other in the primary, @EWarren, @PeteButtigieg, @CoryBooker, @JulianCastro,… https://t.co/tBiLPNMk0b",0,twitter.com/JoeBiden/status/1320372291486662656,[],0,0,0,0,0
1108,JoeBiden,Sun Oct 25 13:52:00,9 days. Let’s go.,0,twitter.com/JoeBiden/status/1320362476714795009,[],0,0,0,0,0
1109,JoeBiden,Sun Oct 25 13:02:00,"Be like @BarackObama.

Vote early: https://t.co/uoiVh9HPb8 https://t.co/YA39ZGNoXk",0.3612,twitter.com/JoeBiden/status/1320349894050156544,[],0,0,0,0,0
1110,JoeBiden,Sun Oct 25 00:47:00,"You deserve a president who will get up every single day and work to make your life better.

If you elect me, that’… https://t.co/V1jxrzWmlR",0.4404,twitter.com/JoeBiden/status/1320164924803383298,[],0,0,0,0,0
1111,JoeBiden,Sun Oct 25 00:07:00,"Folks, I've got some big news: We officially reached our goal of talking to 10 million voters on this #VoteEarlyDay… https://t.co/Kkm69IwCPH",0.1027,twitter.com/JoeBiden/status/1320154858654056449,[],0,0,0,0,0
1112,JoeBiden,Sat Oct 24 23:53:00,It’s become painfully clear that the only senior that Donald Trump cares about is Donald Trump. https://t.co/TGWsZHOvbV,0.296,twitter.com/JoeBiden/status/1320151335199756288,[],0,0,0,0,0
1113,JoeBiden,Sat Oct 24 22:59:00,"Folks, it’s go-time. There are just 10 days left until Election Day, and we need your help. 

Chip in $10 to help b… https://t.co/NLTkn60RU9",0.6597,twitter.com/JoeBiden/status/1320137745696649216,[],0,0,0,0,0
1114,JoeBiden,Sat Oct 24 22:30:00,President Trump continues to prove just how unfit he is to lead our nation through a global pandemic.,0,twitter.com/JoeBiden/status/1320130447649636352,[],0,0,0,0,0
1115,JoeBiden,Sat Oct 24 22:00:00,"Imagine a day in the not too distant future when you can enjoy a dinner out with your friends, a night at the movie… https://t.co/slPSyXZk5F",0.743,twitter.com/JoeBiden/status/1320122899655634944,[],0,0,0,0,0
1116,JoeBiden,Sat Oct 24 21:25:50,"Make your plan to vote early, folks. #VoteEarlyDay

https://t.co/uoiVh9ZqzI",0,twitter.com/JoeBiden/status/1320114298878939136,[],0,0,0,0,0
1117,JoeBiden,Sat Oct 24 20:38:54,".@DrBiden and I are in Luzerne County, Pennsylvania, to encourage folks to vote early. Tune in — and then head to… https://t.co/ImlwsQ07jv",0.5106,twitter.com/JoeBiden/status/1320102491157983232,[],0,0,0,0,0
1118,JoeBiden,Sat Oct 24 19:25:49,"RT @BarackObama: Hello, Florida! It's #VoteEarlyDay and we’re just 10 days away from this election. I want to see you make a plan today for…",0.1511,twitter.com/JoeBiden/status/1320084095679057922,[],0,0,0,0,0
1119,JoeBiden,Sat Oct 24 19:15:00,"President Trump called India ""filthy.""

It's not how you talk about friends—and it's not how you solve global chall… https://t.co/eaVVpdtCxN",-0.1511,twitter.com/JoeBiden/status/1320081374448025600,[],0,0,0,0,0
1120,JoeBiden,Sat Oct 24 18:52:00,"Iowa — today is your last day to register to vote online or pre-register in person. 

After today, you can register… https://t.co/R8QFDs8fPC",0,twitter.com/JoeBiden/status/1320075586442809344,[],0,0,0,0,0
1121,JoeBiden,Sat Oct 24 18:35:00,"New York — you can vote early in-person starting today.

Be among the first in your state to make your voice heard… https://t.co/ZbeVKMFRoF",0,twitter.com/JoeBiden/status/1320071308193918978,[],0,0,0,0,0
1122,JoeBiden,Sat Oct 24 18:00:01,Rick — thank you for sharing your talent with me. I was so blown away by your art that I asked my team to add it to… https://t.co/cqobCpkZ6n,0.7964,twitter.com/JoeBiden/status/1320062504068911105,[],0,0,0,0,0
1123,JoeBiden,Sat Oct 24 17:46:00,"Massachusetts — today is the last day to register to vote.

Head to https://t.co/5vTG2RzkDl and get registered before it’s too late.",0,twitter.com/JoeBiden/status/1320058976885760003,[],0,0,0,0,0
1124,JoeBiden,Sat Oct 24 17:33:00,"Folks, you don’t have to wait until November 3rd to cast your ballot. You can vote now in most states across the co… https://t.co/2yhLi8JlF7",0,twitter.com/JoeBiden/status/1320055705416523778,[],0,0,0,0,0
1125,JoeBiden,Sat Oct 24 16:36:00,"On Thursday, President Trump said we're ""rounding the turn"" when it comes to COVID-19.

On Friday, we set a new rec… https://t.co/4PhvHArCoH",0,twitter.com/JoeBiden/status/1320041360771051522,[],0,0,0,0,0
1126,JoeBiden,Sat Oct 24 16:10:09,Today marks the first-ever #VoteEarlyDay — and our campaign has set a big goal of talking to ten million people abo… https://t.co/3Xr8E5i67q,0,twitter.com/JoeBiden/status/1320034854575181824,[],0,0,0,0,0
1127,JoeBiden,Sat Oct 24 15:11:44,"With just ten days until Election Day, @DrBiden and I are in Bucks County, Pennsylvania, to encourage folks to vote… https://t.co/IAC0uf2Wmq",0.5106,twitter.com/JoeBiden/status/1320020154936295425,[],0,0,0,0,0
1128,JoeBiden,Sat Oct 24 13:40:00,10 days.,0,twitter.com/JoeBiden/status/1319997068765581312,[],0,0,0,0,0
1129,JoeBiden,Sat Oct 24 13:07:00,Shamar –– thank you for your continued support and words of wisdom. I can’t wait to see what you accomplish. https://t.co/3wajKF1Aui,0.886,twitter.com/JoeBiden/status/1319988764249305089,[],0,0,0,0,0
1130,JoeBiden,Sat Oct 24 01:21:00,"Folks, tomorrow marks the first-ever #VoteEarlyDay.

Make your plan to vote early: https://t.co/uoiVh9ZqzI

And the… https://t.co/vuaij7v1Kj",0,twitter.com/JoeBiden/status/1319811093422800897,[],0,0,0,0,0
1131,JoeBiden,Sat Oct 24 00:21:35,"RT @BernieSanders: The future of health care, our climate, our education system and so much more is at stake in this election. That's why i…",0.4939,twitter.com/JoeBiden/status/1319796141567819776,[],0,0,0,0,0
1132,JoeBiden,Fri Oct 23 23:59:00,Wearing a mask is not a political statement. https://t.co/HStwvMX95O,0,twitter.com/JoeBiden/status/1319790457560379393,[],0,0,0,0,0
1133,JoeBiden,Fri Oct 23 23:45:14,RT @BarackObama: One election won't make everything perfect—but it could make things better. And that's why it’s worth taking a few minutes…,0.5859,twitter.com/JoeBiden/status/1319786992125751302,[],0,0,0,0,0
1134,JoeBiden,Fri Oct 23 23:35:55,"More than 50 million Americans have already voted. We are making history.

Join us: https://t.co/eoxT07d7QB",0.296,twitter.com/JoeBiden/status/1319784648227065859,[],0,0,0,0,0
1135,JoeBiden,Fri Oct 23 21:47:00,There is nothing more powerful than folks coming together and using their voices to inspire change. We're hosting a… https://t.co/5QQHCWSTei,0.2849,twitter.com/JoeBiden/status/1319757238593048577,[],0,0,0,0,0
1136,JoeBiden,Fri Oct 23 20:40:00,A slight change of tone from the president for one night doesn’t cover up the lies he told. It doesn’t change the f… https://t.co/IXpLy2Abiw,-0.4215,twitter.com/JoeBiden/status/1319740377486688257,[],0,0,0,0,0
1137,JoeBiden,Fri Oct 23 20:08:00,"64 years ago today, freedom-loving Hungarians revolted against communist rule. Their spirit inspired the Prague Spr… https://t.co/0WckrhQRmQ",0.5994,twitter.com/JoeBiden/status/1319732324616077315,[],0,0,0,0,0
1138,JoeBiden,Fri Oct 23 19:32:00,"After eight months of this pandemic, we finally found President Trump's plan to beat COVID-19. https://t.co/KO4g328Uvr",0,twitter.com/JoeBiden/status/1319723264927649792,[],0,0,0,0,0
1139,JoeBiden,Fri Oct 23 18:57:17,"RT @KamalaHarris: More than 223,000 people have died from coronavirus. Trump still doesn’t have a plan. We need a real leader in the White…",-0.5574,twitter.com/JoeBiden/status/1319714530507825154,[],0,0,0,0,0
1140,JoeBiden,Fri Oct 23 17:55:00,You deserve a president who tells you the truth. https://t.co/wz20ghT2fu,0.3182,twitter.com/JoeBiden/status/1319698853830983682,[],0,0,0,0,0
1141,JoeBiden,Fri Oct 23 17:07:00,.@BarackObama is right: President Trump wants full credit for the economy he inherited and zero blame for the pande… https://t.co/n7keUjLgTS,0.0516,twitter.com/JoeBiden/status/1319686774441058306,[],0,0,0,0,0
1142,JoeBiden,Fri Oct 23 16:20:00,"The character of our country is on the ballot.

Last night’s debate showed once and for all that the choice is as c… https://t.co/6HMiozVwL7",0,twitter.com/JoeBiden/status/1319674946482819073,[],0,0,0,0,0
1143,JoeBiden,Fri Oct 23 15:45:41,"Return your ballots, folks.

https://t.co/eoxT07d7QB",0,twitter.com/JoeBiden/status/1319666310133985282,[],0,0,0,0,0
1144,JoeBiden,Fri Oct 23 15:01:00,"Utah — today is the last day to register to vote online.

After today, you can register when you vote early in-pers… https://t.co/pHKirE2UnB",0,twitter.com/JoeBiden/status/1319655065708355585,[],0,0,0,0,0
1145,JoeBiden,Fri Oct 23 14:17:00,Nebraska –– It’s your last day to register to vote in-person. Head to https://t.co/K5rrtCjL7O to find all the information you need.,0,twitter.com/JoeBiden/status/1319643992523296769,[],0,0,0,0,0
1146,JoeBiden,Fri Oct 23 03:25:24,"Let’s go win this, folks.

https://t.co/eoxT07d7QB",0.5859,twitter.com/JoeBiden/status/1319480014857998338,[],0,0,0,0,0
1147,JoeBiden,Fri Oct 23 03:00:00,"Folks, I just stepped off the debate stage, and I’ve never been more fired up and ready to win this election.

Now,… https://t.co/kWFAP0xPPg",0.857,twitter.com/JoeBiden/status/1319473619941031937,[],0,0,0,0,0
1148,JoeBiden,Fri Oct 23 02:56:00,"I'm running as a proud Democrat, but I will govern as an American president. I will represent you — whether you vote for me or against me.",0.2617,twitter.com/JoeBiden/status/1319472613035528192,[],0,0,0,0,0
1149,JoeBiden,Fri Oct 23 02:53:00,"Decency, honor, respect, treating people with dignity, making sure that everyone has an even chance.

I'm going to… https://t.co/QrGpVCYe1v",0.9062,twitter.com/JoeBiden/status/1319471858027122688,[],0,0,0,0,0
1150,JoeBiden,Fri Oct 23 02:45:00,Donald Trump is the most racist president in modern history. https://t.co/6GyKSbRoHA,-0.6478,twitter.com/JoeBiden/status/1319469844920627201,[],0,0,0,0,0
1151,JoeBiden,Fri Oct 23 02:41:00,"You know who I am. You know who Donald Trump is. 

The character of the country is on the ballot. https://t.co/LdiIAOhHLj",0,twitter.com/JoeBiden/status/1319468838195396608,[],0,0,0,0,0
1152,JoeBiden,Fri Oct 23 02:39:00,"There is institutional racism in America.

We have to give everyone a fair shot. https://t.co/rB8qzFT8rR",-0.4215,twitter.com/JoeBiden/status/1319468334845513729,[],0,0,0,0,0
1153,JoeBiden,Fri Oct 23 02:29:00,"Kids were ripped from their parents’ arms, and now they can't find their parents.

Those kids are alone. With nowhe… https://t.co/OBfafR4z1k",-0.25,twitter.com/JoeBiden/status/1319465818300690433,[],0,0,0,0,0
1154,JoeBiden,Fri Oct 23 02:22:00,Donald Trump has a dog whistle about as big as a foghorn.,0,twitter.com/JoeBiden/status/1319464056621813765,[],0,0,0,0,0
1155,JoeBiden,Fri Oct 23 02:19:00,"You know who I am. You know who he is.

The character of the country is on the ballot. Look at us closely.",0,twitter.com/JoeBiden/status/1319463301995266048,[],0,0,0,0,0
1156,JoeBiden,Fri Oct 23 02:12:20,"Equality and justice — the American creed. We have never lived up to it, but we’ve never stopped trying — until this President.",0.4937,twitter.com/JoeBiden/status/1319461625427099651,[],0,0,0,0,0
1157,JoeBiden,Fri Oct 23 02:07:00,Call it Bidencare. https://t.co/Ng3Fvk4fpY,0,twitter.com/JoeBiden/status/1319460281936793600,[],0,0,0,0,0
1158,JoeBiden,Fri Oct 23 02:05:00,"This isn’t about Donald Trump’s family or my family. This is about your family.

Families across America are hurtin… https://t.co/X9Z5UMd1d4",0,twitter.com/JoeBiden/status/1319459778989469696,[],0,0,0,0,0
1159,JoeBiden,Fri Oct 23 02:00:00,"All Donald Trump can see from Park Avenue is Wall Street.

He thinks the economy is doing well if the Dow Jones is… https://t.co/WdbQcONwKD",0.2732,twitter.com/JoeBiden/status/1319458523177156610,[],0,0,0,0,0
1160,JoeBiden,Fri Oct 23 01:58:50,He’s a confused guy. He doesn’t know who he’s running against. He’s running against Joe Biden.,-0.3182,twitter.com/JoeBiden/status/1319458227160076292,[],0,0,0,0,0
1161,JoeBiden,Fri Oct 23 01:54:00,"We’ve been waiting years for President Trump to reveal his grand plan for health care, and he still has nothing to… https://t.co/Ixs7VBORwQ",0.7351,twitter.com/JoeBiden/status/1319457010312675333,[],0,0,0,0,0
1162,JoeBiden,Fri Oct 23 01:53:00,"I have released all of my tax returns. 22 years. Go look at them.

What is Donald Trump hiding? https://t.co/2TNt0z1QMw",-0.296,twitter.com/JoeBiden/status/1319456758734225414,[],0,0,0,0,0
1163,JoeBiden,Fri Oct 23 01:47:00,"It’s not about his family or my family. It’s about your family.

If you’re a middle-class family right now, you’re hurting badly.",-0.7003,twitter.com/JoeBiden/status/1319455248868663296,[],0,0,0,0,0
1164,JoeBiden,Fri Oct 23 01:45:28,Malarkey!,0,twitter.com/JoeBiden/status/1319454865286926336,[],0,0,0,0,0
1165,JoeBiden,Fri Oct 23 01:42:00,I don’t see our country in terms of blue states and red states. We are the United States. https://t.co/7G5IXGA9fu,0.4215,twitter.com/JoeBiden/status/1319453990325661698,[],0,0,0,0,0
1166,JoeBiden,Fri Oct 23 01:37:00,Donald Trump should release his tax returns or shut up about corruption.,0,twitter.com/JoeBiden/status/1319452732114259970,[],0,0,0,0,0
1167,JoeBiden,Fri Oct 23 01:36:00,"I am proud that the average contribution to my campaign is $43.

Chip in to power our grassroots movement through t… https://t.co/IaKfEV6n7I",0.4767,twitter.com/JoeBiden/status/1319452480451694593,[],0,0,0,0,0
1168,JoeBiden,Fri Oct 23 01:28:00,I don’t look at this the way Donald Trump does — blue states or red states. They’re all the United States.,0.4215,twitter.com/JoeBiden/status/1319450467265433601,[],0,0,0,0,0
1169,JoeBiden,Fri Oct 23 01:22:01,"I’m going to shut down the virus, not the country.",0,twitter.com/JoeBiden/status/1319448963443982337,[],0,0,0,0,0
1170,JoeBiden,Fri Oct 23 01:20:00,"Learning to live with it? Come on. People are dying with it, Mr. President.",0,twitter.com/JoeBiden/status/1319448453911441408,[],0,0,0,0,0
1171,JoeBiden,Fri Oct 23 01:13:00,"220,000 deaths.

If you hear nothing else I say tonight, hear this: Anyone who is responsible for that many deaths… https://t.co/fcetJ4yJ6A",0.3182,twitter.com/JoeBiden/status/1319446692236791814,[],0,0,0,0,0
1172,JoeBiden,Fri Oct 23 00:28:00,Ready. https://t.co/RYbnSpEsKB,0.3612,twitter.com/JoeBiden/status/1319435367653593088,[],0,0,0,0,0
1173,JoeBiden,Fri Oct 23 00:15:00,I need you in my corner tonight. Can you chip in before I take the debate stage and help power this campaign throug… https://t.co/ygvk2k0mA0,0.4019,twitter.com/JoeBiden/status/1319432096172081154,[],0,0,0,0,0
1174,JoeBiden,Thu Oct 22 23:30:00,"Folks, the final debate is here. Tune in at 9 PM ET as I go head-to-head with Donald Trump for the last time before Election Day.",0,twitter.com/JoeBiden/status/1319420772469727232,[],0,0,0,0,0
1175,JoeBiden,Thu Oct 22 22:50:00,"Donald Trump sees the world from Park Avenue.

I see it from where I came from: Scranton, Pennsylvania. 

It's why… https://t.co/DwdINyXwBR",0,twitter.com/JoeBiden/status/1319410705364373505,[],0,0,0,0,0
1176,JoeBiden,Thu Oct 22 21:36:00,I’m running as a proud Democrat. But I will be an American president.,0.2617,twitter.com/JoeBiden/status/1319392082436476930,[],0,0,0,0,0
1177,JoeBiden,Thu Oct 22 20:00:01,I’m always talking about my plans to build back better for all Americans. But what does that really mean for you an… https://t.co/GsKkKbiGxU,0.2382,twitter.com/JoeBiden/status/1319367926483476481,[],0,0,0,0,0
1178,JoeBiden,Thu Oct 22 18:48:00,"On this International Stuttering Awareness Day, I want everyone to remember that the barriers you face don't define… https://t.co/Wuaui7zHo2",-0.25,twitter.com/JoeBiden/status/1319349804099653633,[],0,0,0,0,0
1179,JoeBiden,Thu Oct 22 18:35:00,"Folks, it's go-time. This is the most important election of our lifetimes — and you can make all the difference.

V… https://t.co/V7kpqoj6CA",0.2716,twitter.com/JoeBiden/status/1319346532584288256,[],0,0,0,0,0
1180,JoeBiden,Thu Oct 22 17:25:00,"Vote like your health care is on the ballot — because it is.

https://t.co/eoxT07uII9 https://t.co/93UPvti02N",0.6908,twitter.com/JoeBiden/status/1319328916499124224,[],0,0,0,0,0
1181,JoeBiden,Thu Oct 22 17:01:00,Thank you to each and every person who has gotten involved in our campaign so far. Whether you chipped in a few dol… https://t.co/L7JNRnsXLq,0.3612,twitter.com/JoeBiden/status/1319322877062049792,[],0,0,0,0,0
1182,JoeBiden,Thu Oct 22 15:10:00,"I’ve spent my entire career fighting for the middle class and standing up to the abuse of power.

Donald Trump has… https://t.co/YTkzYUpTn8",-0.7717,twitter.com/JoeBiden/status/1319294943110729730,[],0,0,0,0,0
1183,JoeBiden,Thu Oct 22 14:35:00,"Indiana — today is the last day to request your absentee-by-mail ballot. 

You need a valid excuse to vote absentee… https://t.co/luwXKRtJns",0.0772,twitter.com/JoeBiden/status/1319286134564933633,[],0,0,0,0,0
1184,JoeBiden,Thu Oct 22 12:02:00,"Folks, you heard @BarackObama: Make a plan, vote early, and make sure your friends and family do as well.… https://t.co/qQLAaNNtXJ",0.6597,twitter.com/JoeBiden/status/1319247631089094657,[],0,0,0,0,0
1185,JoeBiden,Thu Oct 22 03:26:00,"“If we pour all our efforts into these 13 days, if we vote up and down the ticket like never before, then we will n… https://t.co/96D6utLa4p",0.3612,twitter.com/JoeBiden/status/1319117774916997121,[],0,0,0,0,0
1186,JoeBiden,Thu Oct 22 02:36:46,"RT @KamalaHarris: Why​ would an incumbent president who has been in office ​for four years​ try to discourage people from voting?

It’s bec…",-0.4215,twitter.com/JoeBiden/status/1319105386666930176,[],0,0,0,0,0
1187,JoeBiden,Thu Oct 22 01:38:00,"America was an idea. We've never lived up to it but we've never walked away from it before.

https://t.co/VRCnKI0rfQ https://t.co/xLuhhGyJVp",0,twitter.com/JoeBiden/status/1319090595814670336,[],0,0,0,0,0
1188,JoeBiden,Thu Oct 22 00:30:00,"Folks, if you plan to vote by mail and haven’t requested your ballot yet, it’s important that you do so as soon as… https://t.co/LlS8JP7Nj4",0.2023,twitter.com/JoeBiden/status/1319073483943407617,[],0,0,0,0,0
1189,JoeBiden,Wed Oct 21 23:50:00,"Vote early.

Vote by mail.

Vote on Election Day.

Just make sure you vote. https://t.co/eoxT07d7QB",0.3182,twitter.com/JoeBiden/status/1319063416787619844,[],0,0,0,0,0
1190,JoeBiden,Wed Oct 21 23:15:00,"President Trump didn't take the necessary precautions to protect himself and others.

How can we trust him to protect the country?",0.8176,twitter.com/JoeBiden/status/1319054608916901891,[],0,0,0,0,0
1191,JoeBiden,Wed Oct 21 21:47:08,I couldn’t be more excited to have my friend @BarackObama hitting the campaign trail. Tune in for his first drive-i… https://t.co/95UA8qjUvt,0.7089,twitter.com/JoeBiden/status/1319032499456987136,[],0,0,0,0,0
1192,JoeBiden,Wed Oct 21 21:05:00,It’s time we replace Secretary Betsy DeVos with an actual public school educator — one who values our public school… https://t.co/cy02pEyzXl,0.4019,twitter.com/JoeBiden/status/1319021893446492162,[],0,0,0,0,0
1193,JoeBiden,Wed Oct 21 20:19:33,Tune in as @BarackObama sits down with community leaders in Philadelphia to talk about what’s at stake in this elec… https://t.co/v4tEMWGHDw,0,twitter.com/JoeBiden/status/1319010458414665728,[],0,0,0,0,0
1194,JoeBiden,Wed Oct 21 20:05:00,"Hay muchos asuntos que son complicados, pero algunas cosas son visiblemente claras. Las familias deben permanecer u… https://t.co/udd4YrkBG9",0,twitter.com/JoeBiden/status/1319006793931100162,[],0,0,0,0,0
1195,JoeBiden,Wed Oct 21 19:50:00,"There are many issues that are complicated, but some things are just black and white. Families belong together. https://t.co/TgIkhAMAtZ",0,twitter.com/JoeBiden/status/1319003018956886020,[],0,0,0,0,0
1196,JoeBiden,Wed Oct 21 19:30:24,Cada día parece que descubrimos nuevos horrores cometidos por el presidente Trump y su administración. https://t.co/eefL58X7R8,0,twitter.com/JoeBiden/status/1318998087176802304,[],0,0,0,0,0
1197,JoeBiden,Wed Oct 21 18:36:13,Every day it seems we uncover new horrors perpetrated by President Trump and his administration. https://t.co/eefL58X7R8,-0.5719,twitter.com/JoeBiden/status/1318984450328399873,[],0,0,0,0,0
1198,JoeBiden,Wed Oct 21 17:02:00,The Build Back Better Express Tour was about more than my love for trains — it was about meeting folks along the wa… https://t.co/jead3vn38u,0.8107,twitter.com/JoeBiden/status/1318960740657672193,[],0,0,0,0,0
1199,JoeBiden,Wed Oct 21 15:30:00,"Justice is on the ballot.

https://t.co/eoxT07uII9 https://t.co/0dg9Cg1f2i",0.5267,twitter.com/JoeBiden/status/1318937589097717760,[],0,0,0,0,0
1200,JoeBiden,Wed Oct 21 14:20:00,"West Virginia — in-person early voting is now open across the state. 

Make a plan to vote at https://t.co/3lR0146LYv.",0,twitter.com/JoeBiden/status/1318919971653578752,[],0,0,0,0,0
1201,JoeBiden,Wed Oct 21 14:20:00,"West Virginia — in-person early voting is now open across the state. 

Make a plan to vote at https://t.co/3lR0146LYv.",0,twitter.com/JoeBiden/status/1318919971653578752,[],0,0,0,0,0
1202,JoeBiden,Wed Oct 21 14:02:00,"Missouri — today is the last day to request a mail-in ballot.

Head to https://t.co/lDI7PzhWha and request yours today.",0,twitter.com/JoeBiden/status/1318915442153562115,[],0,0,0,0,0
1203,JoeBiden,Wed Oct 21 03:20:00,It’s time we see each other as fellow Americans who live in — and love — the United States of America. https://t.co/xawem14X61,0.7906,twitter.com/JoeBiden/status/1318753877076881408,['apple'],0,0,0,0,0
1204,JoeBiden,Wed Oct 21 00:45:00,"I’ve always believed we’re at our best when we’re one America. If we come together, there’s not a single thing we cannot overcome.",0.6369,twitter.com/JoeBiden/status/1318714870024540160,[],0,0,0,0,0
1205,JoeBiden,Tue Oct 20 23:50:00,"If I’m elected president, I won’t waste a minute getting this virus under control. Here’s how I’ll do it: https://t.co/NoPsQ0FDV8",-0.4215,twitter.com/JoeBiden/status/1318701028997517314,[],0,0,0,0,0
1206,JoeBiden,Tue Oct 20 23:12:00,"Whether it’s your first time voting or you’re an old pro, voting is better with friends and family. So message a fe… https://t.co/T69jxHbVF9",0.7184,twitter.com/JoeBiden/status/1318691465959268353,[],0,0,0,0,0
1207,JoeBiden,Tue Oct 20 22:05:00,"Listening to scientists is not a bad thing.

I can’t believe that has to be said.",0.431,twitter.com/JoeBiden/status/1318674605192761350,[],0,0,0,0,0
1208,JoeBiden,Tue Oct 20 20:46:00,"America is a nation that values immigrants. It is and has always been one of our greatest strengths.

We need a pre… https://t.co/k1qn4sRG3M",0.8625,twitter.com/JoeBiden/status/1318654724057518080,[],0,0,0,0,0
1209,JoeBiden,Tue Oct 20 20:12:17,RT @KamalaHarris: My birthday wish this year? For everyone to go vote: https://t.co/MykJL0X5gt.,0.4019,twitter.com/JoeBiden/status/1318646240956108808,[],0,0,0,0,0
1210,JoeBiden,Tue Oct 20 19:40:00,"A few weeks ago, I spoke to Mr. Rogers’ wife Joanne when I was in her neighborhood in Pittsburgh. It was a great co… https://t.co/tN6YnHIKFg",0.6249,twitter.com/JoeBiden/status/1318638114429173767,[],0,0,0,0,0
1211,JoeBiden,Tue Oct 20 18:59:00,"Tonight, the Avengers are assembling with real-life superhero @KamalaHarris for a grassroots fundraiser.

Time is r… https://t.co/qRbhbhGa05",0,twitter.com/JoeBiden/status/1318627796365856768,[],0,0,0,0,0
1212,JoeBiden,Tue Oct 20 18:23:35,"RT @TeamJoe: When @katieporteroc breaks out her whiteboard, you know she means business.

Watch as she explains how a Biden-Harris administ…",0,twitter.com/JoeBiden/status/1318618886674186241,[],0,0,0,0,0
1213,JoeBiden,Tue Oct 20 17:45:00,"Two weeks from today, we’re going to beat President Trump.",0,twitter.com/JoeBiden/status/1318609173727281155,[],0,0,0,0,0
1214,JoeBiden,Tue Oct 20 17:04:17,"Mr. President, the people are tired. They’re tired of your lies about this virus. They’re tired of watching more Am… https://t.co/sRiLPl7pgC",-0.8885,twitter.com/JoeBiden/status/1318598926262480898,[],0,0,0,0,0
1215,JoeBiden,Tue Oct 20 17:04:16,"Waving a white flag and saying, “it is what it is” is unacceptable when thousands are dying each week, when busines… https://t.co/sq1FRAO8w6",-0.4588,twitter.com/JoeBiden/status/1318598925075566592,[],0,0,0,0,0
1216,JoeBiden,Tue Oct 20 17:04:16,"Yesterday, @realDonaldTrump decided to attack Dr. Fauci once again, calling him a ‘disaster’ and public health expe… https://t.co/YefpQ9aVzu",-0.4767,twitter.com/JoeBiden/status/1318598924131860481,[],0,0,0,0,0
1217,JoeBiden,Tue Oct 20 16:10:00,"Happy Birthday, @KamalaHarris. Next year, let’s celebrate with some ice cream at the White House. https://t.co/SWhS32AaIE",0.8126,twitter.com/JoeBiden/status/1318585266542538754,[],0,0,0,0,0
